SKU,Title,Description,Price,Category,Stock,Brand
LB1003PSN,Europa 3 Pole + Sw. Neutral Enclosed Switch-Disconnectors (IP65) LB1003PSN,"IP65, Robust polycarbonate enclosure, UV Resistant, glow wire flammability rating 960 degree celcious, Halogen free, Lower smoke generation, Padlockable in the OFF position, Neutral contacts must be used when switching the neutral, H:280 x W:190 x D:130mm",93.732,Switch Disconnector,100,Europa Components
LA9-FF970,Europa Mechanical Interlocks for LC1 Contactors LA9-FF970,,45.1835,Contactors,100,Europa Components
ISS324N,Europa IP44 Surface Sockets ISS324N,"IEC 60309, Easy installation, Long life, High reliability, High quality housing, PG21 Cable Entries",11.9103,Sockets,100,Europa Components
IPSW325N,Europa IP67 Panel Sockets IPSW325N,"IEC 60309, Easy installation, Long life, High reliability, Suited to extreme conditions, High quality housing",14.0304,Sockets,100,Europa Components
IPSW1255N,Europa IP67 Panel Sockets IPSW1255N,"IEC 60309, Easy installation, Long life, High reliability, Suited to extreme conditions, High quality housing",184.2045,Sockets,100,Europa Components
IPS635N,Europa IP44 Panel Sockets IPS635N,"IEC 60309, Easy installation, Long life, High reliability, High quality housing, PG21 Cable Entries",36.1305,Sockets,100,Europa Components
GRG5M,Europa Metal Clad Garage Units (IP54) GRG5M,"EN60898 & EN 61008 Compliant, IP40, 5 module metal clad enclosure with metal lid, Earth and neutral terminals included., H:240 x W:130 x D:85mm (105mm inc. lid), Terminal capacity: 16mm2 Stranded / 10mm2 Flex",36.17,Enclosures & Accessories,100,Europa Components
FR14GG50V32,Europa 14 x 51mm gL FR14GG50V32,Rated at 500V 120kA,2.2422,Fuses,100,Europa Components
EUR180.30/2A,Europa 2 Pole RCCB 10kA EUR180.30/2A,"EN 61008, 230V, Type A",79.6294,RCCB,100,Europa Components
EUR163.30/2/110V,Europa 2 Pole RCCB 10kA EUR163.30/2/110V,"EN 61008, 230V, Type AC",#N/A,RCCB,100,Europa Components
EUR125.30/2A,Europa 2 Pole RCCB 10kA EUR125.30/2A,"EN 61008, 230V, Type A",56.8277,RCCB,100,Europa Components
EUR1100.30/2,Europa 2 Pole RCCB for TPN Boards (10kA) EUR1100.30/2,"EN61008, 230V, Type AC, Terminal Capacity: 35mm2",#N/A,RCCB,100,Europa Components
EUC6-125-4P,Europa 4 Pole Modular Contactor (6 Module) EUC6-125-4P,"4 Pole / 6 Module, Width:108mm, Rated Insulation Voltage (Ui) 500V AC, Terminal Capacity: 2.5 - 25mm2",183.75,RCCB,100,Europa Components
EUC3P63B,Europa 3 Pole MCB 10kA B Curve EUC3P63B,"EN 60898, 10kA Rating",31.191,MCB,100,Europa Components
EUC3P32D,Europa 3 Pole MCB 10kA D Curve EUC3P32D,"EN 60898, 10kA Rating",35.7642,MCB,100,Europa Components
EUC3P32B,Europa 3 Pole MCB 10kA B Curve EUC3P32B,"EN 60898, 10kA Rating",31.191,MCB,100,Europa Components
EUC3P20C,Europa 3 Pole MCB 10kA C Curve EUC3P20C,"EN 60898, 10kA Rating",31.191,MCB,100,Europa Components
EUC3-40-4NOB,Europa 4 Pole Modular Contactor (3 Module) EUC3-40-4NOB,"4 Pole / 3 Module, Width:54mm, Rated Insulation Voltage (Ui) 500V AC, Terminal Capacity: 2.5 - 25mm2",87.8955,Contactors,100,Europa Components
EUC2P50C,Europa 2 Pole MCB 10kA C Curve EUC2P50C,"EN 60898, 10kA Rating",22.6773,MCB,100,Europa Components
EUC2P4C,Europa 2 Pole MCB 10kA C Curve EUC2P4C,"EN 60898, 10kA Rating",22.6773,MCB,100,Europa Components
EUC2P25D,Europa 2 Pole MCB 10kA D Curve EUC2P25D,"EN 60898, 10kA Rating",26.9286,MCB,100,Europa Components
EUC2P10C,Europa 2 Pole MCB 10kA C Curve EUC2P10C,"EN 60898, 10kA Rating",22.6773,MCB,100,Europa Components
EUC2-25-4P,Europa 4 Pole Modular Contactor (2 Module) EUC2-25-4P,"4 Pole / 2 Module, Width:36mm, Rated Insulation Voltage (Ui) 500V AC, Terminal Capacity: 1.5 - 10mm2",54.642,Contactors,100,Europa Components
EUC1P32B,Europa 1 Pole MCB 10kA B Curve EUC1P32B,"EN 60898, 10kA Rating",10.101,MCB,100,Europa Components
EUC1P20B,Europa 1 Pole MCB 10kA B Curve EUC1P20B,"EN 60898, 10kA Rating",10.101,MCB,100,Europa Components
EUC1P10B,Europa 1 Pole MCB 10kA B Curve EUC1P10B,"EN 60898, 10kA Rating",10.101,MCB,100,Europa Components
EUC1-20-2NCB,Europa 2 Pole Modular Contactor (1 Module) EUC1-20-2NCB,"2 Pole / 1 Module, Width 18mm, Rated insulation voltage (Ui) 400V AC, Terminal capacity: 1.5 - 10mm2",33.894,Contactors,100,Europa Components
EUBLOCK,Europa Accessories for MCB EUBLOCK,"Fits most breakers, Used to lock MCB’s, RCBO’s, RCCB’s, & mainswitches in the ON or OFF positions. ",8.7556,MCB,100,Europa Components
EUB16B,Europa 1 Pole MCB 6kA B Curve EUB16B,"EN 60898, 6kA Rating, 18mm Width, Terminal Capacity: 1.0-25mm2",5.289,MCB,100,Europa Components
EUB132B,Europa 1 Pole MCB 6kA B Curve EUB132B,"EN 60898, 6kA Rating, 18mm Width, Terminal Capacity: 1.0-25mm2",5.289,MCB,100,Europa Components
EUB116B,Europa 1 Pole MCB 6kA B Curve EUB116B,"EN 60898, 6kA Rating, 18mm Width, Terminal Capacity: 1.0-25mm2",5.289,MCB,100,Europa Components
EUB110B,Europa 1 Pole MCB 6kA B Curve EUB110B,"EN 60898, 6kA Rating, 18mm Width, Terminal Capacity: 1.0-25mm2",5.289,MCB,100,Europa Components
ELCU16SP17/80,Europa E-Line Consumer Unit (IP40) ELCU16SP17/80,"IP40, All RCD’s 30mA, Knock-outs for trunking, Earth and neutral busbars included, Drop down padlockable lid with magnetic latch, Rear open frame enclosure for easy wiring, H:249 x W:365 x D:107mm",#N/A,Enclosures & Accessories,100,Europa Components
ELCU16R,Europa E-Line Consumer Unit (IP40) ELCU16R,"IP40, All RCD’s 30mA, Knock-outs for trunking, Earth and neutral busbars included, Drop down padlockable lid with magnetic latch, Rear open frame enclosure for easy wiring, H:249 x W:365 x D:107mm",#N/A,Enclosures & Accessories,100,Europa Components
ECUBPD,Europa Din Rail Mounted Blank ECUBPD,"Din rail mounting / Will fit most modern boards & top hat din rail, Includes ventilation slots designed to dissipate heat when used to separate modular Contactors.",1.2543,Enclosures & Accessories,100,Europa Components
ECPF03,Europa Phase Failure Relays ECPF03,"IP40 for front panel / IP20 terminals, Output: 1 x SPDT , Current rating: 10A / AC-1, Module widtH:17.5mm, Din rail mounting, Operating temperature -20 to +55°C",25.4035,Relays,100,Europa Components
EC4,Europa Open Front Modular Enclosures (IP20) EC4,IP20,3.43,Enclosures & Accessories,100,Europa Components
CDL-4U-EP,Europa End Plates (EPDBL4UGY) CDL-4U-EP,End Plates are used to cover the live parts of the last terminal block making the assembly finger safe,#N/A,Enclosures & Accessories,100,Europa Components
CBR125-3PNL-25AT-MC,Europa 3 Pole + Neutral Link Enclosed CBR CBR125-3PNL-25AT-MC,"IEC 60947-2, Top & bottom gland plates, c/w IP2X input and output terminal shrouds, Terminal extension bars fitted, Fully rated neutral link, Adjustable thermal & fixed magnetic protection, padlockable handle, All ratings at 400/415V AC 50/60Hz",1515.8493,Enclosures & Accessories,100,Europa Components
BTTM42V630,Europa TTM BTTM42V630,"415V AC 80kA / 240V DC 40kA, Fixing centres: 133mm inner holes / 184mm outer holes, Diameter: 74.4mm (Size C2), ASTA 20 Certified",128.3382,Fuses,100,Europa Components
BTIS42V63,Europa TIS BTIS42V63,"415V AC 80kA / 240V DC 40kA, Fixing centres: 73mm / Diameter: 17.1mm (Size A3C), ASTA 20 Certified",11.76,Fuses,100,Europa Components
BTIA42V32M40,Europa TIA BTIA42V32M40,"550Vcc 80kA / 250V DC 40kA, Fixing centres: 73mm / Diameter: 21mm, ASTA 20 Certified",9.99,Fuses,100,Europa Components
BTFP42V125,Europa TFP BTFP42V125,"415V AC 80kA / 250V DC 40kA, Fixing centres: 94mm / Diameter: 31mm, ASTA 20 Certified",34.6542,Fuses,100,Europa Components
BNIT55V20,Europa NIT BNIT55V20,"550V AC 80kA / 250V DC 40kA, Fixing centres: 44.5mm / Diameter: 13.5mm (Size A1), ASTA 20 Certified",4.6842,Fuses,100,Europa Components
BNIT55V16,Europa NIT BNIT55V16,"550V AC 80kA / 250V DC 40kA, Fixing centres: 44.5mm / Diameter: 13.5mm (Size A1), ASTA 20 Certified",4.6842,Fuses,100,Europa Components
BNEUTRALA4,Europa Solid Link A4 BNEUTRALA4,BS88 Bolted Type,3.8295,Fuses,100,Europa Components
BNEUTRALA3,Europa Solid Link A3 BNEUTRALA3,BS88 Bolted Type,3.5076,Fuses,100,Europa Components
BA9LED4P,Europa LED BA9 Bayonet (10 x 23mm) BA9LED4P,"AC/DC, Long life: 30,000 Hours, Operating temperature: -25°C to + 55°C",2.185,"Push Buttons, Key Switches & Pilot Lights",100,Europa Components
70-007-65/5A,Europa 5 x 20mm (T) Slow Blow Ceramic Miniature Fuse 70-007-65/5A,250V,34.6986,Fuses,100,Europa Components
70-007-65/3.15A,Europa 5 x 20mm (T) Slow Blow Ceramic Miniature Fuse 70-007-65/3.15A,250V,34.6986,Fuses,100,Europa Components
70-007-65/1A,Europa 5 x 20mm (T) Slow Blow Ceramic Miniature Fuse 70-007-65/1A,250V,34.6986,Fuses,100,Europa Components
70-007-33/3.15A,Europa 5 x 20mm (F) Quick Blow Ceramic Miniature Fuse 70-007-33/3.15A,250V,34.6986,Fuses,100,Europa Components
70-007-33/2.5A,Europa 5 x 20mm (F) Quick Blow Ceramic Miniature Fuse 70-007-33/2.5A,250V,34.6986,Fuses,100,Europa Components
70-007-33/1A,Europa 5 x 20mm (F) Quick Blow Ceramic Miniature Fuse 70-007-33/1A,250V,34.6986,Fuses,100,Europa Components
70-001-35/3.15A,Europa 5 x 20mm (T) Slow Blow Glass Miniature Fuse 70-001-35/3.15A,250V,22.4442,Fuses,100,Europa Components
70-001-34/0.5A,Europa 5 x 20mm (F) Quick Blow Glass Miniature Fuse 70-001-34/0.5A,250V,20.1243,Fuses,100,Europa Components
642814,Europa 3 Pole CBR (MCCB + RCD) 642814,,#N/A,MCCB,100,Europa Components
596773,Europa 4 Pole MCCB's 596773,"IEC 60947-2, Adjustable thermal (0.63 to 1 x In), Fixed magnetic protection, All ratings at 400/415V AC 50/60Hz",#N/A,MCCB,100,Europa Components
50-142-06/63A,Europa 22 x 58mm uR (Ultra Rapid + Striker) Ceramic Fuse 690V 50-142-06/63A,"EN 60269-4, IEC 60269-4, VDE 0636-4, UL 248-13, Breaking capacity: 200kA - 700Vac, With striker",31.8237,Fuses,100,Europa Components
50-124-06/10A,Europa 14 x 51mm uR (Ultra Rapid) Ceramic Fuse 690V 50-124-06/10A,"IEC 60269-4, VDE 0636-4, UL 248-13, Breaking capacity: 200kA",13.3977,Fuses,100,Europa Components
20-004-13/400A,Europa NH2 gL (General Line) Fuse 500V 20-004-13/400A,"With combi indicator, W:53 x H:59 x L: 150mm, IEC 60269-2, VDE 0636 part 2",28.0941,Fuses,100,Europa Components
20-004-13/200A,Europa NH2 gL (General Line) Fuse 500V 20-004-13/200A,"With combi indicator, W:53 x H:59 x L: 150mm, IEC 60269-2, VDE 0636 part 2",21.2676,Fuses,100,Europa Components
20-002-13/80A,Europa NH0 gL (General Line) Fuse 500V 20-002-13/80A,"With combi indicator, W:29.5 x H:46 x L: 125mm, IEC 60269-2 , VDE 0636 part 6",14.7741,Fuses,100,Europa Components
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
